Lightning Mapping Array analyzed data
Analysis program: /home/lma_admin/lma_analysis -d 20240911 -t 235000 -s 600 -l /home/lma_admin/lma/loc/hlma.loc -o /home/lma_admin/Scripts/Processed/240911/ -x 5.00 -y 500.00 --decimate 80
Analysis program version: 10.14.5R
File created: Thu Sep 12 16:08:55 2024
86056.466841899  30.02055199  -95.57678052  23907.11  27.18 -11.1 0x17a0
86058.464105214  25.91341256  -99.49442223 748581.02 471.35   7.9 0x25a1
86064.448285033  30.25943241  -95.07724099  70800.44 132.89  -7.1 0x1788
86068.081508749  31.68563130  -96.79975407 269832.77 271.48   4.1 0x33a0
86076.965594898  28.45508139  -95.25186334  89054.35 405.72  -6.0 0x2788
86078.132841139  29.58708518  -95.62228411  18659.39 153.71 -12.0 0x07a1
86080.023738146  28.49703124  -96.32573912 133407.29 263.55  -5.2 0x31a1
86081.363942982  31.17410843  -95.59988228  91644.85 261.96  -6.7 0x2389
86083.233213446  29.26804699  -94.65894196  15144.10 283.27 -10.3 0x3621
86085.999174901  29.69316553  -95.86251502 256387.91   4.01  -1.6 0x3328
86086.273060872  32.71913471  -96.56926140 477026.20 452.50   4.8 0x3588
86086.606423798  30.09166480  -95.75734045  59525.65 307.94  -8.8 0x3521
86095.169065292  29.83896381  -94.51858948  54463.44 292.32  -6.7 0x07a1
86096.316752889  31.79440273  -95.17100162 109504.07   0.04   1.5 0x3328
86103.473072841  28.47891917  -95.10076969 331278.29  99.57   3.4 0x3528
86118.706042261  29.85047714  -93.03887739 148629.24  26.58   1.6 0x27a0
86119.404872203  31.31106938  -97.85086341 216845.52 471.94   0.2 0x23a8
86122.915555640  28.91463928  -95.98900904  79362.40  78.03  -7.2 0x31a8
86123.103854745  29.29015613  -98.80263104 378004.00 192.93   6.0 0x33a0
86124.491602276  30.27856869  -95.14110021  20853.12 375.51 -10.5 0x3229
86128.540837691  29.45266424  -95.18707625  84478.02 343.03  -7.4 0x3621
86129.125074856  29.29172279  -95.59327026  42326.77  28.41 -10.7 0x3129
86131.190888235  29.86934953  -95.71261638 157392.61 314.60  -6.8 0x3388
86132.260138396  30.47178798  -95.07238916  83988.92 377.97  -5.0 0x32a8
86134.918441003  30.51278912  -94.22618061 122082.65 194.51  -1.4 0x3429
86136.319896591  29.91366364  -94.56749467  72658.97 210.29  -7.2 0x25a8
86137.861641628  29.59740912  -95.61737953   3345.18 106.20 -15.4 0x22a9
86139.128645786  30.15149612  -95.35625440  26557.92 155.65 -10.4 0x2721
86142.877884621  29.33589493  -95.02976502  94149.64 402.54  -6.6 0x3321
86143.179413402  28.82293559  -95.45669047   7673.50 315.90 -10.1 0x23a8
86143.593160694  32.05766437  -95.48666374 489214.45 340.98   7.0 0x3701
86144.396284407  28.41126925  -96.85008200 184340.51 220.85   0.6 0x3328
86147.513645716  29.97733368  -96.09209786  19772.97  61.03  -9.0 0x3780
86147.672480048  30.00004526  -95.89023149  23045.46 398.12 -12.2 0x2781
86147.680059075  29.43024456  -97.62715848 114760.56 237.20   0.5 0x23a8
86148.838968962  30.30072703  -95.66500578  23733.68 479.33  -7.4 0x1589
86149.714922628  30.15743564  -95.72853282  34426.73 107.94  -4.2 0x3328
86150.460085580  33.72202243  -96.57150740 690587.39  19.71  10.5 0x3701
86152.931837839  30.08636136  -95.93196594  29416.83 306.16 -11.6 0x1788
86153.180412079  28.73525039  -95.75105561   9139.90 267.11  -8.6 0x3328
86153.513338755  28.65847543  -95.60881792 429571.44  63.60   6.1 0x3720
86154.129963146  29.60710390  -94.84178388  60201.81 252.15  -9.9 0x23a8
86156.081571213  32.68239963  -96.13738882 210442.61  66.54   3.3 0x23a8
86157.048954056  30.74235125  -95.52214436 125648.64 196.13  -4.3 0x23a8
86157.513893268  29.62925854  -96.13006582  91175.08  89.56  -7.0 0x1709
86158.364729311  29.32152940  -95.41469716  35841.74 141.59  -8.5 0x3489
86162.156414042  31.54457670  -95.68993535 420562.16 206.69   9.5 0x3708
86163.432139173  30.31264941  -95.98554510  97079.22 313.04  -6.1 0x33a0
86170.081653236  29.41280156  -97.32626790 179393.97 265.91   0.9 0x3701
86172.917488070  30.22956199  -94.40546414 299129.14 264.59  -0.8 0x23a8
86175.394606392  29.78334175  -96.78250843  75045.43 254.68  -8.1 0x31a8
86179.870305456  25.51069418  -92.09387581 6433993.58 289.14  26.1 0x3521
86182.000798908  30.94749540  -93.71358229  93937.38 226.42  -1.2 0x13a8
86182.589216748  33.47452010  -93.50878814 341556.17 393.85   3.9 0x25a1
86184.327359998  29.93222147  -95.09530576  32595.24 255.00 -12.6 0x05a9
86186.542034147  29.51574683  -95.05932503  29188.17  53.98 -12.3 0x34a1
86188.557227490  29.70712331  -95.46514888  59486.71 319.80 -10.1 0x25a8
86189.240899618  28.62721503  -93.63308213 379421.29 449.47   2.9 0x3521
86189.360233194  30.19646616  -95.69382270 103446.80  82.10 -10.8 0x1589
86191.218753362  29.90123784  -95.68266711  38500.76 406.22 -10.2 0x33a0
86200.585430981  29.77703925  -95.51702695  25740.09 119.03 -13.1 0x3289
86207.269339287  29.51629149  -95.14554343  45028.27 356.76  -9.8 0x2721
86207.720373029  29.74059564  -95.34086332  24158.90 129.16 -14.1 0x23a8
86209.165190580  29.80523466  -95.27666510   5647.13 482.54 -14.7 0x2589
86209.695176046  29.90925514  -95.82687126  76411.83 445.33  -9.1 0x3581
86209.863917629  29.75988666  -95.11468181  99323.61 313.66  -6.4 0x3429
86210.717995409  30.77945796  -95.32420007 161219.24  38.73  -6.1 0x05a9
86212.061636771  28.64501620  -94.82410848 116521.11 213.93  -5.3 0x25a1
86212.087641622  29.44701821  -95.57916401  73719.32 163.21 -10.0 0x2709
86212.635577115  29.88672190  -94.50197126  69959.82 381.06  -2.2 0x3688
86213.335935364  28.70574673  -96.42017616 269549.31  10.94   2.4 0x3701
86214.386680763  30.13838479  -96.62879052 129514.07 204.19  -8.1 0x11a9
86215.303318613  29.60700195  -96.03967950  33058.86 277.25  -8.8 0x0729
86215.859570918  26.88010003  -98.86567740 355240.39 281.24   9.6 0x35a0
86216.428020341  29.46918724  -95.54984820  47193.97  96.18  -6.6 0x15a8
86216.762892562  29.40925577  -95.40006763  80367.70 456.29  -9.0 0x3509
86218.069543207  29.40829812  -95.19214339  50557.59  53.72  -6.2 0x07a8
86219.569437488  29.42565564  -94.94379630    366.06 291.08 -10.7 0x15a1
86223.701794240  29.13153137  -95.50586846  69244.47  68.62  -5.1 0x3701
86223.926109067  28.51919297  -98.52068402 219084.05 294.70   6.0 0x35a0
86224.810340988  32.19624473  -95.43125860 216421.24  29.75   0.1 0x15a1
86224.949395342  30.26108455  -98.12024271 165910.77 359.42   0.6 0x27a0
86225.300307716  28.76267420  -91.34677191 498932.60 221.35   9.2 0x07a1
86225.566809297  30.24311722  -95.12322008  19103.88 237.74  -8.9 0x3701
86227.383764283  28.19163053  -97.22874670 177439.80 111.00   2.1 0x3328
86227.498319599  27.99264904  -96.72145712 226002.92 396.06   2.1 0x3701
86227.950569843  29.84813385  -95.44052913  20030.30 271.82  -8.3 0x25a8
86228.348741288  18.89532722 -100.78764717 2518007.40 457.76  24.9 0x1529
86228.916170823  29.78455381  -95.15447980  17778.89   4.94 -10.7 0x1781
86229.130618837  28.54752682  -96.51444628 195730.82 455.84   2.6 0x3588
86229.753458730  29.44759243  -96.09339120 117880.22 393.60  -8.3 0x3581
86231.414445872  29.72820470  -95.87352016 237238.91 261.78   1.8 0x1728
86233.507143122  29.68538703  -95.15165699  83176.55  20.93 -11.1 0x24a9
86233.813523034  32.48184378  -97.39630235 361405.69 385.01  11.8 0x07a8
86234.559119983  29.57600483  -94.54897804  27825.70 448.33  -7.2 0x35a0
86235.347022711  29.88419663  -95.24796610  70740.47 354.77  -7.4 0x3628
86236.052608441  29.07193538  -94.25074998 129383.32 229.30  -3.9 0x1589
86236.297076887  29.45598192  -96.89172060  28317.11 116.12  -4.8 0x27a0
86235.744562844  78.89502975  -69.96069215 545360523.28  57.38  70.3 0x34a1
86237.971951656  29.32208347  -95.86761024 151306.15  98.28  -1.8 0x16a1
86238.831100805  30.16477580  -95.68270129  63588.64  30.21  -7.8 0x3780
86238.863149414  29.41422679  -96.12221172  43440.85 295.34 -10.9 0x2788
86238.980031918  29.22969659  -95.06345022   4609.42 469.15  -9.1 0x36a0
86239.554521283  29.36586712  -95.51502913  31952.85  54.10 -12.3 0x3528
86239.812644636  29.30664511  -95.03439761   8551.87 242.73 -11.4 0x36a0
86240.129444579  29.34455577  -95.60426029  20991.21  21.15 -16.1 0x25a1
86240.779349050  29.97318795  -95.23073743  27435.05 394.25  -9.5 0x3780
86240.953875492  29.14335493  -99.23583239 7772215.05 350.09  36.0 0x2728
86241.934331939  22.01130901  -83.09941309 13176757.12 365.68  33.0 0x26a8
86242.860707605  35.46102536  -80.45199052 45159703.51 464.12  45.5 0x2728
86243.794607167  28.86660716  -95.38807373 189197.53 145.01   1.4 0x05a9
86244.536351004  29.33618234  -95.36677170  59233.65 410.79  -8.7 0x34a1
86244.676623134  33.37813856  -97.57533099 170930.25 143.13  12.8 0x17a0
86244.826392388  30.54579173  -94.97569048 200742.37 123.85   1.8 0x3708
86245.109327669  29.96374254  -96.43602033 149897.62 150.26  -7.9 0x0789
86246.244372424  29.35720018  -94.77888711   5364.36 336.22 -11.2 0x32a8
86246.293374671  30.15393681  -95.20346922  11128.09 384.45  -5.3 0x3688
86246.418718617  29.36317464  -97.52831057 140166.04 385.65  10.1 0x1529
86246.868382296  29.24378199  -95.84078150  76954.66 325.66 -10.3 0x3581
86246.910649375  30.59725184  -95.51876374  11120.55 459.25  -1.8 0x17a0
86247.059367764  30.05306763  -95.57731450  27912.21 110.11 -13.3 0x1629
86247.376675884  31.00811023  -95.44239646  80120.63 382.21  -8.5 0x2389
86247.393354672  29.96492549  -91.37665759 276541.23 207.94   7.0 0x3780
86247.442055918  30.59991041  -96.70238561 106177.97 367.58  -1.8 0x3708
86247.451971820  40.37911081 -101.26313123 2196766.11 197.71  17.0 0x2788
86247.542121720  30.14502385  -95.69079349 113622.75 269.26  -9.5 0x2589
86247.790747646  29.44279944 -101.90087494 260803.35  99.07   8.3 0x1781
86247.809779491  30.03090004  -95.39575232  10982.25 292.48 -12.6 0x1721
86248.098659433  20.36324374 -115.29321276 2298260.07 208.38  22.6 0x3388
86248.110573238  29.28955234  -95.61457584  81475.40 123.31  -0.4 0x36a0
86249.157462885  27.65583025  -96.69535717  91399.61  55.26   2.3 0x3708
86249.325822951  28.75263061  -96.03081387 118774.28 403.59  -5.5 0x3521
86250.521344632  29.18060123  -96.94406375 270613.57 386.74  -2.1 0x2589
86250.642054255  30.02223387  -95.68635383 122463.48 496.66  -3.6 0x1728
86251.058713471  31.66473441  -93.80286603 162641.46 223.83  -2.3 0x1389
86251.174515084  30.06822390  -97.11742390 221129.29 206.13   1.3 0x3701
86251.600474050  36.64260200  -91.33333766 2638231.61 322.95  21.2 0x2721
86251.892613950  29.34802468  -95.10938120  19593.21  40.69  -8.2 0x1728
86252.235868707  29.73928853  -95.51123471  48626.65  68.33 -12.5 0x3429
86253.299969145  31.15812034  -96.71429925 310108.37 460.06  -0.7 0x25a1
86253.591408658  30.79144142  -95.48989894  74395.81 213.92  -3.5 0x3720
86253.805886137  31.96531829  -91.36074285 817621.18 179.84   9.3 0x26a1
86254.107909168  29.59357822  -95.73852881 266008.77 283.17  -1.9 0x23a8
86254.906126731  30.64615370  -97.77770779 131379.99 163.92  -2.5 0x2788
86255.390062835  30.60435183  -95.31460770 172263.55 158.10  -3.0 0x3521
86256.124703663  29.53097383  -95.18348124  17428.37  76.81 -11.7 0x26a1
86256.241504502  30.36156186  -95.72053988  93550.07 280.28  -4.5 0x26a8
86256.350008432  29.13327347  -95.92212805  31652.54 205.58 -10.1 0x3528
86256.357004774  29.92970878  -96.05877180  55111.96 178.14  -7.7 0x1728
86258.149360586  30.11329140  -95.41205471  73555.42  35.80  -9.4 0x2589
86259.172526426  29.69867432  -95.40841662 114817.65  26.40  -8.4 0x15a1
86259.363339898  28.96584674  -91.43498165 587533.03 330.75   5.8 0x25a8
86259.505124265  30.76059827  -99.36641423 580285.86 237.69  14.5 0x1629
86259.573464079  29.15917120  -95.35762270  17594.95  57.14  -8.0 0x17a0
86260.072682059  29.83817767  -96.13279632  17544.63 246.38 -12.5 0x2389
86260.439139317  29.05039330  -95.25905035 125363.83  25.93  -2.9 0x3701
86260.657320682  29.76534173  -94.89683744  73785.08  65.31  -7.9 0x23a8
86261.071626235  29.95029461  -95.79321953 105397.18  19.58  -4.2 0x3720
86261.537426319  29.52209109  -93.76566203 298088.76 179.05   2.6 0x3521
86261.672377069  30.34820435  -96.35909234 168471.30 368.88  -5.4 0x3581
86261.901061960  29.17429038  -96.72493391 123222.70  33.88  -7.5 0x1589
86262.037045227  28.11132418  -95.79275188 407948.45 408.18   2.6 0x2728
86262.070701218  29.14307652  -95.35339488  19603.50 270.75 -13.7 0x3581
86262.314126377  29.30043684  -96.19786418  74239.91 351.74  -3.2 0x3588
86262.473341004  29.99445381  -95.02334300  72391.55 325.21  -8.3 0x2781
86262.681348196  30.36696801  -95.68787784  47019.04  50.54 -11.0 0x15a1
86262.749100592  23.39721634  -78.52707343 902323.19  73.70  17.3 0x2721
86262.871539811  29.46853139  -95.38561649 168630.18 152.38  -0.9 0x3720
86263.064012566  29.24133179  -95.90502010  16487.93 421.36 -14.6 0x2529
86263.188748227  29.72401698  -95.77365431  52261.22  18.97  -8.2 0x3701
86263.335146939  29.59999454  -95.18293206  23839.14 356.62 -10.6 0x3588
86263.537644479  28.83094418  -95.71915691 127247.34 485.24  -3.2 0x3701
86263.638454317  29.58469071  -95.20569911  75089.05 433.11  -2.3 0x3609
86265.303672959  29.31586070  -95.79825468 208582.39 312.16  -0.8 0x3609
86265.387479723  31.51467882  -94.38644784  75095.55 227.59   0.4 0x3708
86265.898600036  29.50414771  -95.27621882  19587.35 308.67 -12.3 0x35a0
86266.346038425  28.41741632  -95.24344314 135378.53 292.02  -3.1 0x3521
86266.699593469  19.67052905 -104.44216589 569365.28 186.27  19.1 0x17a0
86266.720600301  29.66644341  -92.93603281 242299.95 251.77  -0.7 0x03a9
86266.902829825  28.71541248  -96.36694682 160467.83 489.86  -2.1 0x3780
86267.527847548  30.03276805  -95.00763858  61626.08  62.96  -9.9 0x3489
86267.686660870  25.60001979  -97.47212652 297133.39 288.23   2.7 0x3581
86267.820149390  31.31137604  -93.25712144  87476.76  56.28  -1.1 0x2709
86267.896461733  30.00590259  -95.52541875  37686.43 471.53 -10.7 0x25a1
86268.202817149  29.11062632  -94.91897267  93806.94 345.70  -7.6 0x3509
86268.638550081  29.03337543  -95.36939574  88482.26 283.24  -8.2 0x2721
86268.902402833  28.09817329  -97.38832571 233753.34 160.97   3.6 0x3701
86269.070084142  29.89170693  -94.15449784 155106.78 328.85  -0.1 0x3720
86269.119582538  26.24282888  -95.29850077 469131.58 270.62   8.9 0x2788
86269.353123312  29.52720114  -95.66925941  23599.08 440.31 -10.6 0x2728
86269.362098703  30.59505212  -94.83153283  60088.09 412.12  -5.5 0x27a0
86269.479341265  29.75642520  -95.82777389  78165.80 159.29 -11.0 0x15a1
86269.592214929  25.52999272 -114.72666027 2672622.00 249.10  25.0 0x3780
86269.852832862  30.85660523  -94.11939521  21316.60 403.90  -1.2 0x3701
86270.003635662  34.09330403  -97.86680789 206507.59 395.39   4.7 0x24a9
86270.378331888  29.22901705  -93.85568304 177114.93 104.71   2.9 0x25a8
86270.971402869  30.41254511  -95.66068563 123451.44 111.75  -3.5 0x3780
86271.395936203  24.22674892 -104.68025308 1519819.00 423.46  15.7 0x07a8
86271.803946901  29.98974536  -95.97930707  80029.82 160.87  -6.7 0x27a0
86272.229449955  29.14841760  -95.20599404  84965.70 355.86  -8.1 0x35a0
86272.534963201  30.52999096  -96.30340938  46301.41  60.15  -5.5 0x2721
86272.786271587  29.02329346  -96.97030190 164455.82 442.09   7.2 0x1721
86272.937740459  29.92355653  -96.15657398  68706.72 202.82 -12.6 0x2389
86274.362148165  30.93470844  -96.80217545 117059.50 454.27  -0.2 0x34a1
86274.869608746  30.44325815  -95.42138682  47513.24 478.79  -3.2 0x1788
86274.894004787  29.74822332  -95.71245399  25291.41 333.83 -13.5 0x2589
